"id","service","cost","city","country","name","email","subscribedAtDate"
"3384c84aa4b7426c","sport-system",150,"Torino","Italy","Sarita Silvestri","Sarita_Silvestri90@softix.com","2019-02-01"
"e1fbc1e54dfa485b","sport-system",150,"Torino","Italy","Vitalba Mazza","Vitalba_Mazza43@softix.it","2017-12-01"
"7562188cd072421b","sport-system",150,"Roma","Italy","Enrico Cattaneo","Enrico86@softix.it","2018-01-01"
"9b1384e7723e4910","sport-system",150,"Roma","Italy","Fabio Orlando","Fabio.Orlando59@softix.it","2018-10-01"
"0f9afbf9983643ca","sport-system",150,"Torino","Italy","Lucia Parisi","lupa@softix.it","2017-10-01"
"3302e0f6511b4cdd","sport-system",150,"Torino","Italy","Cristyn Bellini","crbe@softix.com","2018-04-01"
"70f7c212d34a4f07","sport-system",150,"Torino","Italy","Domingo Testa","Domingo_Testa61@softix.com","2017-07-01"
"5a1aaf34939244ac","sport-system",150,"Torino","Italy","Anastasio De Santis","ande@softix.it","2017-01-01"
"dfeb2b2776e04641","sport-system",150,"Torino","Italy","Harry Santoro","hasa@softix.com","2017-06-01"
"471b789c53444a28","sport-system",150,"Torino","Italy","Giordano Greco","gigr@softix.it","2017-09-01"
"c503c6524ff649df","sport-system",150,"Roma","Italy","Tolomeo Parisi","Tolomeo.Parisi@softix.com","2019-07-01"
"5d66672f45004d8f","sport-system",150,"Torino","Italy","Eliziario Ricci","elri@softix.it","2016-04-01"
"09c0a32da8f54219","sport-system",150,"Roma","Italy","Monia Bellini","mobe@softix.it","2015-11-01"
"d27c4682ce9d42cc","sport-system",150,"Roma","Italy","Siro Palumbo","sipa@softix.it","2018-02-01"
