"id","service","cost","city","country","name","email","subscribedAtDate"
"3dd70412e4064634","healthcare",200,"Utrecht","Netherlands","Anouk Beek","Anouk.Beek92@softix.com","2019-05-01"
"c2e6ac1455de4035","cafeteria.io",100,"Den Haag","Netherlands","Britt Hoek","brho@softix.com","2017-09-01"
"874a6e46546e47ce","sport-system",150,"Den Haag","Netherlands","Noa Berg","Noa18@softix.com","2017-04-01"
"2672adbc7d8f405d","sport-system",150,"Amsterdam","Netherlands","Tom Brouwer","tobr@softix.com","2019-02-01"
"800614c9e34f4e65","healthcare",200,"Utrecht","Netherlands","Jesse Kok","Jesse_Kok@softix.nl","2018-11-01"
"b9037f690bec4282","healthcare",200,"Den Haag","Netherlands","Kevin Bruin","Kevin.Bruin13@softix.nl","2018-10-01"
"9de58071ef344558","cafeteria.io",100,"Amsterdam","Netherlands","Jan Vermeulen","jave@softix.nl","2018-08-01"
"4df989d24057410c","healthcare",200,"Amsterdam","Netherlands","Tom Brouwer","tobr@softix.com","2015-07-01"
"8510cfc3c90049b9","healthcare",200,"Utrecht","Netherlands","Isa Graaf","isgr@softix.nl","2016-06-01"
"1b82c74b093d42da","sport-system",150,"Den Haag","Netherlands","Milan Willems","Milan61@softix.com","2017-10-01"
"658f1122906b4f63","sport-system",150,"Utrecht","Netherlands","Jan Smits","Jan_Smits@softix.nl","2018-11-01"
"4c1d784e252c41c9","lunch-card",250,"Utrecht","Netherlands","Britt Schouten","Britt.Schouten15@softix.com","2019-08-01"
"45a61a403934414c","sport-system",150,"Den Haag","Netherlands","Sven Koster","Sven_Koster@softix.com","2018-06-01"
"f1ac76bd25bc4b5e","healthcare",200,"Den Haag","Netherlands","Iris Beek","irbe@softix.com","2018-10-01"
"a5d6eb95edda4c2f","sport-system",150,"Utrecht","Netherlands","Sven Brouwer","svbr@softix.nl","2018-10-01"
"04d13210d4074b3b","sport-system",150,"Utrecht","Netherlands","Thijs Boer","thbo@softix.com","2018-04-01"
"08179baf0a464664","sport-system",150,"Utrecht","Netherlands","Ruben Brink","rubr@softix.nl","2019-08-01"
"3015e536e6774f98","lunch-card",250,"Utrecht","Netherlands","Eva Kok","Eva49@softix.nl","2019-06-01"
"ea365fd608844f3f","lunch-card",250,"Den Haag","Netherlands","Ruben Schouten","Ruben92@softix.nl","2018-04-01"
"66d1e779e9164487","cafeteria.io",100,"Utrecht","Netherlands","Bas Vermeulen","Bas_Vermeulen9@softix.com","2019-04-01"
"5137f6ba4c5d4704","cafeteria.io",100,"Utrecht","Netherlands","Lisa Hendriks","Lisa3@softix.com","2016-03-01"
"186f7aed8bcb40f2","healthcare",200,"Utrecht","Netherlands","Thijs Mulder","thmu@softix.com","2017-01-01"
"8f7152a30f7e462f","sport-system",150,"Utrecht","Netherlands","Lisa Haan","Lisa_Haan@softix.nl","2019-07-01"
"66cad51b58844ea5","cafeteria.io",100,"Utrecht","Netherlands","Jan Smits","Jan_Smits@softix.nl","2019-08-01"
"b3f4a65f56f448f4","lunch-card",250,"Utrecht","Netherlands","Fleur Vliet","Fleur_Vliet@softix.nl","2019-08-01"
"fbe861ac0f2b4545","lunch-card",250,"Amsterdam","Netherlands","Daan Beek","dabe@softix.com","2016-07-01"
"f16a29c145f3478c","healthcare",200,"Utrecht","Netherlands","Finn Hoek","fiho@softix.com","2018-10-01"
"4d1f97f6c0e3418e","cafeteria.io",100,"Utrecht","Netherlands","Max Hendriks","Max26@softix.nl","2015-10-01"
"83fe3c463b9a455a","cafeteria.io",100,"Utrecht","Netherlands","Milan Jong","Milan.Jong39@softix.com","2018-10-01"
"a7b5f6126c11400a","sport-system",150,"Den Haag","Netherlands","Sander Mulder","samu@softix.nl","2016-12-01"
"c51fea3dbf0a4989","cafeteria.io",100,"Amsterdam","Netherlands","Julian Broek","jubr@softix.com","2018-05-01"
"3fabe3b2ee73420a","lunch-card",250,"Den Haag","Netherlands","Luuk Ven","luve@softix.com","2019-07-01"
"4ee81df00d0b40ed","cafeteria.io",100,"Den Haag","Netherlands","Anouk Broek","Anouk.Broek@softix.com","2019-02-01"
"fcf2b378a9c843e7","lunch-card",250,"Amsterdam","Netherlands","Sem Meijer","seme@softix.com","2018-08-01"
"0f1232139bbd45ba","lunch-card",250,"Amsterdam","Netherlands","Bram Brink","Bram19@softix.nl","2019-08-01"
"45970f30ac874eea","healthcare",200,"Den Haag","Netherlands","Sven Koster","Sven_Koster@softix.com","2017-08-01"
"e0a1966235984244","healthcare",200,"Den Haag","Netherlands","Luuk Jong","Luuk.Jong@softix.com","2018-02-01"
"58b8789e6e87407f","cafeteria.io",100,"Den Haag","Netherlands","Stijn Vries","stvr@softix.nl","2016-05-01"
"1884c0f206e84c0c","sport-system",150,"Den Haag","Netherlands","Luuk Ven","luve@softix.com","2019-03-01"
"bd02547db5104c21","cafeteria.io",100,"Utrecht","Netherlands","Anna Mulder","anmu@softix.nl","2019-09-01"
"451a718ea6bb4f8f","cafeteria.io",100,"Utrecht","Netherlands","Lotte Ven","love@softix.com","2017-02-01"
"15f6f7514a7b4056","lunch-card",250,"Utrecht","Netherlands","Roos Dijkstra","Roos_Dijkstra80@softix.nl","2017-12-01"
"d7c9a9f274864888","lunch-card",250,"Amsterdam","Netherlands","Bas Stichting","Bas6@softix.com","2015-04-01"
"5b1ece9df3e846a1","cafeteria.io",100,"Den Haag","Netherlands","Sander Jansen","Sander56@softix.nl","2016-11-01"
"339c207bc98a400d","healthcare",200,"Amsterdam","Netherlands","Luuk Hoek","Luuk20@softix.nl","2019-05-01"
"c2be5a3616854e3b","lunch-card",250,"Amsterdam","Netherlands","Jan Vermeulen","jave@softix.nl","2019-01-01"
"ed95ac04c2434fad","healthcare",200,"Amsterdam","Netherlands","Jesse Ven","jeve@softix.com","2018-11-01"
"de0c381465ed4962","healthcare",200,"Den Haag","Netherlands","Lars Vermeulen","Lars.Vermeulen34@softix.nl","2018-10-01"
"2536cbe791eb469a","healthcare",200,"Utrecht","Netherlands","Daan Wal","Daan26@softix.com","2018-12-01"
"40cdba933c0d4016","sport-system",150,"Utrecht","Netherlands","Eva Kok","Eva49@softix.nl","2017-02-01"
"f975773fbb89465d","sport-system",150,"Utrecht","Netherlands","Femke Jong","Femke.Jong27@softix.nl","2019-05-01"
"0614018e1ee543a7","healthcare",200,"Utrecht","Netherlands","Jayden Bos","Jayden89@softix.com","2017-01-01"
"ad78c1ea09f24f5b","sport-system",150,"Utrecht","Netherlands","Julian Dekker","jude@softix.nl","2017-11-01"
"881b6060272e436e","cafeteria.io",100,"Utrecht","Netherlands","Tom Hoek","toho@softix.nl","2019-09-01"
"e736d681d6e84a87","healthcare",200,"Utrecht","Netherlands","Thomas Groot","Thomas.Groot17@softix.com","2019-06-01"
"b5c3f183e1b4474d","cafeteria.io",100,"Utrecht","Netherlands","Sophie Hoek","soho@softix.com","2017-10-01"
"26fbfc55f336450a","lunch-card",250,"Amsterdam","Netherlands","Tom Groot","Tom.Groot93@softix.com","2017-05-01"
"8336e035c478491c","healthcare",200,"Amsterdam","Netherlands","Bas Stichting","Bas6@softix.com","2015-11-01"
"5ba717eef5be4a60","cafeteria.io",100,"Den Haag","Netherlands","Kevin Bruin","Kevin.Bruin13@softix.nl","2018-09-01"
"9dfa4dfd38ab4288","sport-system",150,"Utrecht","Netherlands","Sven Linden","Sven.Linden@softix.com","2018-04-01"
"b940a64f21eb470e","sport-system",150,"Amsterdam","Netherlands","Luuk Hoek","Luuk20@softix.nl","2019-01-01"
"b320c017014b4fd9","sport-system",150,"Utrecht","Netherlands","Max Hendriks","Max26@softix.nl","2016-10-01"
"9159d82591d64875","lunch-card",250,"Utrecht","Netherlands","Jan Smits","Jan_Smits@softix.nl","2018-11-01"
"a21ecf98e37b4c77","sport-system",150,"Amsterdam","Netherlands","Roos Wal","Roos_Wal29@softix.nl","2018-01-01"
"ed2639c7a7454f01","healthcare",200,"Den Haag","Netherlands","Britt Hoek","brho@softix.com","2019-08-01"
"ecc9e50d83f9429e","healthcare",200,"Den Haag","Netherlands","Stijn Vries","stvr@softix.nl","2017-03-01"
"98be0d1d996e4519","lunch-card",250,"Amsterdam","Netherlands","Jesse Ven","jeve@softix.com","2018-01-01"
"1eba63de3e394b2d","lunch-card",250,"Utrecht","Netherlands","Lisa Haan","Lisa_Haan@softix.nl","2017-02-01"
"54b57906f68f4c79","lunch-card",250,"Utrecht","Netherlands","Ruben Brink","rubr@softix.nl","2019-02-01"
"c4fbf88ba14e43fe","healthcare",200,"Utrecht","Netherlands","Lieke Jansen","lija@softix.nl","2018-01-01"
"b0579526679e46cf","sport-system",150,"Utrecht","Netherlands","Roos Wal","Roos.Wal@softix.nl","2017-07-01"
"f1c08a6c94a248f8","cafeteria.io",100,"Den Haag","Netherlands","Sem Wal","Sem61@softix.com","2015-10-01"
"0a5a3fec14304c95","lunch-card",250,"Den Haag","Netherlands","Stijn Willems","stwi@softix.com","2019-04-01"
"79ddd986642b426d","healthcare",200,"Amsterdam","Netherlands","Bas Jong","Bas_Jong@softix.com","2016-10-01"
"a46c4f19be854f5a","healthcare",200,"Utrecht","Netherlands","Max Hendriks","Max26@softix.nl","2018-12-01"
"d6472dd056124c99","healthcare",200,"Utrecht","Netherlands","Roos Wal","Roos.Wal@softix.nl","2018-11-01"
"b46312b09cd64e5e","healthcare",200,"Amsterdam","Netherlands","Niels Leeuwen","Niels.Leeuwen93@softix.com","2016-06-01"
"72d83329638c4630","healthcare",200,"Amsterdam","Netherlands","Bram Brink","Bram19@softix.nl","2019-05-01"
"5b7f30afd1854736","healthcare",200,"Amsterdam","Netherlands","Sem Meijer","seme@softix.com","2019-04-01"
"ef32e8e19b1849c4","cafeteria.io",100,"Utrecht","Netherlands","Britt Schouten","Britt.Schouten15@softix.com","2016-12-01"
"2d203faf151e4f08","healthcare",200,"Utrecht","Netherlands","Milan Jong","Milan.Jong39@softix.com","2017-12-01"
"d7284477bbfc40a1","sport-system",150,"Utrecht","Netherlands","Noa Bruin","Noa_Bruin51@softix.com","2019-04-01"
"d1e7bd7ba2a1471d","lunch-card",250,"Utrecht","Netherlands","Anna Mulder","anmu@softix.nl","2018-11-01"
"8b56481fc1b24dbc","cafeteria.io",100,"Amsterdam","Netherlands","Lotte Maas","Lotte_Maas19@softix.nl","2014-10-01"
"b659db120de6467f","cafeteria.io",100,"Utrecht","Netherlands","Luuk Wit","Luuk83@softix.nl","2019-08-01"
